,ID,year,month,quarter,country,gender,age,visit_purpose,num_visits,revisit_indicator,travel_type,satisfaction,revisit_intent,recommend_intent,visit_local_indicator,seoul,gyeonggi,incheon,gangwon,chungcheong,gyeongsang,jeolla,jeju,planned_activity,stay_duration,total_duration,total_expense,accommodation_cost,food_cost,shopping_cost,accommodation_percent,food_percent,shopping_percent,food,landscape,heritage,language,safety,budget,accommodation,transport,navigation,cluster
59806,1893.0,2018,2,1,2,1,2,1,1,0,1,3,5,4,0,1,0,0,0,0,0,0,0,6.0,5.0,6.0,2233.0,319.0,638.0,319.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,5,3,3,3,4,3,4,3,4,1
59808,1893.0,2018,5,2,2,2,1,1,2,1,1,4,4,5,0,1,0,0,0,0,0,0,0,4.0,6.0,7.0,1510.0,800.0,400.0,210.0,0.5298013245033113,0.26490066225165565,0.1390728476821192,4,5,5,3,4,4,4,4,3,3
59809,1893.0,2018,6,2,3,1,4,1,1,0,1,3,2,3,0,1,0,0,0,0,0,0,0,1.0,6.0,7.0,2090.0,750.0,1000.0,150.0,0.3588516746411483,0.4784688995215311,0.07177033492822966,2,2,2,2,5,1,4,5,5,1
59810,1893.0,2018,7,3,5,1,3,1,1,0,1,4,4,5,1,1,0,1,0,0,0,0,0,99.0,13.0,13.0,591.7887000000001,263.0172,87.6724,175.3448,0.4444444444444444,0.1481481481481481,0.2962962962962962,4,5,5,4,5,5,5,5,4,5
59812,1893.0,2018,9,3,2,1,2,1,1,0,1,4,5,4,1,1,1,0,1,0,0,0,0,3.0,7.0,8.0,635.77872,158.94468,309.0591,132.4539,0.25,0.4861111111111111,0.20833333333333334,4,4,4,4,4,4,4,4,4,5
59813,1893.0,2018,10,4,1,2,2,1,1,0,1,4,5,4,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,649.5719999999999,351.11999999999995,175.55999999999997,43.88999999999999,0.5405405405405406,0.2702702702702703,0.06756756756756757,5,4,4,3,4,4,4,4,3,2
59815,1893.0,2018,12,4,1,1,4,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,1319.5,325.0,650.0,325.0,0.24630541871921183,0.49261083743842365,0.24630541871921183,5,5,5,3,4,3,5,5,5,4
59817,1894.0,2018,4,2,1,2,3,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,8.0,9.0,1376.0,275.2,516.0,240.8,0.19999999999999998,0.375,0.17500000000000002,5,4,4,3,5,4,5,5,5,3
59819,1894.0,2018,7,3,5,1,4,1,2,1,1,5,4,4,0,1,0,0,0,0,0,0,0,99.0,3.0,4.0,1000.0,300.0,560.0,100.0,0.3,0.56,0.1,5,5,5,3,3,3,5,5,5,4
59821,1894.0,2018,9,3,2,1,2,1,2,1,1,4,5,5,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,1210.0,400.0,600.0,120.0,0.3305785123966942,0.49586776859504134,0.09917355371900827,4,3,3,4,3,3,4,4,3,4
59823,1894.0,2018,11,4,4,2,4,1,1,0,1,4,4,3,1,1,1,0,1,0,0,0,0,6.0,5.0,6.0,445.55,127.30000000000001,152.76000000000002,101.84000000000002,0.28571428571428575,0.3428571428571429,0.2285714285714286,4,4,4,3,4,3,5,3,4,6
59824,1894.0,2018,12,4,1,2,5,1,2,1,1,5,4,4,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,1103.9816666666668,107.315,866.6666666666666,65.0,0.09720723019253036,0.7850371911369299,0.05887778933526975,5,5,5,4,5,4,4,5,4,3
59825,1895.0,2018,2,1,1,2,3,1,3,1,1,5,5,4,0,1,0,0,0,0,0,0,0,99.0,7.0,8.0,911.7999999999998,273.53999999999996,455.9,91.17999999999999,0.3,0.5000000000000001,0.1,5,5,5,2,5,5,4,4,5,3
59826,1895.0,2018,4,2,1,1,4,1,1,0,1,5,4,4,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,894.4000000000001,103.2,516.0,172.0,0.11538461538461538,0.5769230769230769,0.1923076923076923,4,5,5,4,5,4,5,5,5,1
59829,1895.0,2018,8,3,1,1,2,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,1395.5500000000002,293.8,807.95,146.9,0.21052631578947367,0.5789473684210525,0.10526315789473684,4,4,4,5,4,4,3,4,5,1
59833,1895.0,2018,12,4,1,1,5,1,2,1,1,5,5,5,1,1,0,0,1,0,0,0,0,3.0,7.0,8.0,785.8931399999999,176.6052,353.2104,176.6052,0.22471910112359553,0.44943820224719105,0.22471910112359553,5,5,5,5,5,5,5,5,5,4
59834,1896.0,2018,2,1,1,2,2,1,4,1,1,4,5,5,0,1,0,0,0,0,0,0,0,99.0,4.0,5.0,537.962,255.30399999999997,182.35999999999999,72.94399999999999,0.47457627118644063,0.3389830508474576,0.13559322033898302,4,4,4,3,4,4,4,4,4,3
59835,1896.0,2018,4,2,2,1,4,1,2,1,1,4,4,4,1,1,0,0,1,0,0,0,0,3.0,8.0,9.0,1051.2749999999999,160.49999999999997,401.24999999999994,401.24999999999994,0.15267175572519084,0.38167938931297707,0.38167938931297707,5,4,4,3,4,4,5,5,5,4
59836,1896.0,2018,5,2,3,1,3,1,4,1,1,5,5,5,1,1,1,0,0,0,0,0,0,4.0,30.0,31.0,2063.30542,1095.5604,456.4835,273.8901,0.5309734513274337,0.22123893805309733,0.13274336283185842,4,5,5,3,4,3,3,5,5,4
59837,1896.0,2018,7,3,1,1,2,1,3,1,1,4,4,4,0,1,0,0,0,0,0,0,0,99.0,3.0,4.0,1566.76,149.5,1196.0,149.5,0.09541984732824428,0.7633587786259542,0.09541984732824428,4,4,4,4,4,4,3,4,3,4
59839,1896.0,2018,9,3,1,1,2,1,2,1,1,4,5,5,0,1,0,0,0,0,0,0,0,3.0,1.0,2.0,167.77493999999996,61.81182,70.64207999999999,17.660519999999998,0.36842105263157904,0.42105263157894746,0.10526315789473686,5,5,5,5,4,5,4,5,5,4
59841,1896.0,2018,11,4,1,2,4,1,4,1,1,4,1,4,1,1,1,0,0,0,0,0,0,99.0,4.0,5.0,975.0,357.5,325.0,162.5,0.36666666666666664,0.3333333333333333,0.16666666666666666,4,4,4,4,4,4,4,4,4,0
59842,1896.0,2018,12,4,1,1,3,1,2,1,1,4,4,4,1,1,0,1,0,0,0,0,0,3.0,4.0,5.0,314.1666666666667,75.83333333333333,43.333333333333336,86.66666666666667,0.24137931034482757,0.13793103448275862,0.27586206896551724,4,4,4,5,4,4,4,4,3,4
59844,1897.0,2018,4,2,2,1,2,1,2,1,1,4,4,3,1,1,0,0,0,0,1,0,0,3.0,3.0,4.0,813.1999999999998,160.49999999999997,320.99999999999994,106.99999999999999,0.19736842105263158,0.39473684210526316,0.13157894736842107,4,4,4,4,4,4,4,4,4,4
59846,1897.0,2018,7,3,1,2,4,1,2,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,5.0,6.0,2571.4,104.64999999999999,2242.5,149.5,0.04069767441860465,0.872093023255814,0.05813953488372093,4,4,4,4,4,4,4,4,4,3
59847,1897.0,2018,8,3,1,2,3,1,2,1,1,4,4,4,0,1,0,0,0,0,0,0,0,99.0,4.0,5.0,1131.13,220.35,661.0500000000001,102.83,0.1948051948051948,0.5844155844155844,0.0909090909090909,5,4,4,5,5,5,5,4,4,3
59849,1897.0,2018,10,4,1,1,4,1,1,0,1,5,4,4,1,1,0,0,0,0,0,1,0,4.0,2.0,3.0,1807.5320000000002,92.992,1453.0000000000002,145.3,0.05144694533762058,0.8038585209003216,0.08038585209003216,5,5,5,5,5,5,5,5,5,5
59850,1897.0,2018,11,4,1,2,4,1,4,1,1,5,5,5,1,1,0,0,0,0,0,1,0,2.0,6.0,7.0,1102.335,325.0,325.0,260.0,0.2948287045226723,0.2948287045226723,0.23586296361813786,5,4,4,4,5,4,4,4,5,0
59851,1897.0,2018,12,4,1,1,2,1,1,0,1,5,5,4,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,585.0,260.0,65.0,162.5,0.4444444444444444,0.1111111111111111,0.2777777777777778,4,5,5,4,4,4,4,4,4,1
59853,1898.0,2018,4,2,2,2,3,1,1,0,1,5,5,4,1,1,0,1,0,0,0,0,0,6.0,11.0,12.0,449.3999999999999,0.0,320.99999999999994,64.19999999999999,0.0,0.7142857142857143,0.14285714285714285,5,5,5,3,5,4,4,5,4,6
59855,1898.0,2018,7,3,1,2,3,1,1,0,1,4,3,4,1,1,0,0,0,0,1,0,0,2.0,7.0,8.0,707.625,318.75,127.5,191.25,0.45045045045045046,0.18018018018018017,0.2702702702702703,4,4,4,3,4,4,4,4,4,6
59857,1898.0,2018,9,3,1,2,3,1,1,0,1,5,3,3,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,335.62539999999996,179.96,89.98,49.489000000000004,0.5361930294906168,0.2680965147453084,0.1474530831099196,3,4,4,3,5,3,5,4,3,2
59858,1898.0,2018,10,4,1,2,4,1,4,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,677.8245000000001,152.56500000000003,435.90000000000003,43.59,0.22508038585209006,0.6430868167202572,0.06430868167202572,4,4,4,4,4,4,4,3,3,3
59859,1898.0,2018,11,4,1,1,3,1,1,0,1,4,4,5,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,842.4,158.39999999999998,288.0,215.99999999999997,0.188034188034188,0.3418803418803419,0.2564102564102564,4,4,4,4,5,3,5,4,4,1
59860,1898.0,2018,12,4,2,2,4,1,1,0,1,4,4,4,1,1,1,0,1,0,0,0,0,3.0,4.0,5.0,350.14,61.0,152.5,73.2,0.17421602787456447,0.4355400696864112,0.20905923344947736,4,3,3,4,3,3,3,4,3,6
59863,1899.0,2018,5,2,1,1,3,1,4,1,1,4,5,5,1,1,1,0,0,1,0,0,0,99.0,9.0,10.0,874.3392,403.2,168.0,201.6,0.46114825916532165,0.19214510798555068,0.23057412958266083,5,3,3,5,5,5,4,5,5,4
59864,1899.0,2018,7,3,1,2,4,1,2,1,1,5,4,4,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,592.875,146.625,318.75,95.625,0.24731182795698925,0.5376344086021505,0.16129032258064516,5,5,5,5,5,5,5,5,5,3
59866,1899.0,2018,9,3,2,1,3,1,1,0,1,4,3,3,0,1,0,0,0,0,0,0,0,99.0,8.0,9.0,1147.9338,0.0,618.1182,441.513,0.0,0.5384615384615384,0.3846153846153846,5,5,5,5,5,5,5,5,4,1
59871,1900.0,2018,5,2,1,1,5,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,1.0,4.0,5.0,744.981072,63.90769,547.7802,91.2967,0.0857843137254902,0.7352941176470589,0.12254901960784313,4,4,4,4,5,3,3,3,3,1
59873,1900.0,2018,8,3,4,1,5,1,4,1,1,5,5,5,2,0,0,1,0,0,0,0,0,99.0,1.0,2.0,88.96799999999999,0.0,29.656,0.0,0.0,0.33333333333333337,0.0,4,4,4,5,5,4,5,5,5,4
59874,1900.0,2018,9,3,1,1,4,1,3,1,1,5,5,5,2,0,1,0,0,0,0,0,0,99.0,8.0,9.0,511.69999999999993,0.0,292.4,146.2,0.0,0.5714285714285715,0.28571428571428575,5,5,5,5,5,5,5,5,5,4
59876,1900.0,2018,11,4,1,2,2,1,4,1,1,3,3,3,0,1,0,0,0,0,0,0,0,4.0,1.0,2.0,1317.6000000000001,50.4,1152.0,72.0,0.03825136612021857,0.8743169398907102,0.05464480874316939,5,3,3,4,4,4,4,5,3,3
59884,1902.0,2018,2,1,1,2,1,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,547.0799999999999,91.17999999999999,364.71999999999997,45.589999999999996,0.16666666666666669,0.6666666666666667,0.08333333333333334,5,5,5,4,5,5,5,5,5,2
59887,1902.0,2018,8,3,2,1,5,1,4,1,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,760.0,200.0,300.0,150.0,0.2631578947368421,0.39473684210526316,0.19736842105263158,4,4,4,4,4,5,5,4,4,4
59891,1903.0,2018,4,2,1,2,2,1,2,1,1,5,4,5,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,1323.85,319.0,797.5,159.5,0.24096385542168677,0.6024096385542169,0.12048192771084339,5,5,5,5,5,5,5,5,5,3
59894,1903.0,2018,9,3,4,1,2,1,1,0,1,4,3,3,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,634.784,229.44,229.44,76.48,0.3614457831325301,0.3614457831325301,0.12048192771084339,3,4,4,3,4,3,4,3,3,1
59896,1904.0,2018,2,1,1,2,5,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,235.44257142857143,127.02857142857144,48.857142857142854,43.971428571428575,0.5395310230338245,0.2075119319360863,0.1867607387424777,3,3,3,3,4,4,4,3,4,2
59897,1904.0,2018,4,2,5,2,2,1,2,1,1,5,5,5,0,1,0,0,0,0,0,0,0,2.0,10.0,11.0,1826.4928499999999,407.73785,616.85,308.425,0.2232353934481594,0.3377237419790612,0.1688618709895306,4,5,5,5,5,4,5,5,5,3
59898,1904.0,2018,5,2,3,2,2,1,2,1,1,5,5,5,1,1,0,0,0,1,1,1,0,99.0,25.0,26.0,273.8901,0.0,136.94505,91.2967,0.0,0.5,0.3333333333333333,4,4,4,3,5,5,4,5,5,0
59903,1905.0,2018,4,2,5,1,2,1,2,1,1,5,5,5,1,1,0,0,0,0,1,0,0,4.0,13.0,14.0,1350.0960000000002,460.26,613.68,153.42,0.34090909090909083,0.4545454545454544,0.1136363636363636,5,5,5,4,5,5,4,5,4,4
59904,1905.0,2018,5,2,1,1,4,1,3,1,1,4,3,3,0,1,0,0,0,0,0,0,0,3.0,3.0,4.0,1074.4066666666668,169.8666666666667,637.0000000000001,169.8666666666667,0.158102766798419,0.5928853754940712,0.158102766798419,5,5,5,2,5,4,4,4,3,4
59905,1905.0,2018,8,3,1,2,2,1,3,1,1,4,5,5,0,1,0,0,0,0,0,0,0,1.0,5.0,6.0,432.3106666666667,201.7166666666667,148.63333333333335,63.70000000000001,0.46660117878192536,0.343811394891945,0.14734774066797643,4,4,4,3,3,4,4,4,4,3
59906,1905.0,2018,9,3,1,2,3,1,2,1,1,4,4,4,0,1,0,0,0,0,0,0,0,6.0,11.0,12.0,3801.616,254.80000000000004,1911.0000000000002,63.70000000000001,0.0670241286863271,0.5026809651474532,0.016756032171581774,4,4,4,4,4,3,3,4,4,3
59908,1906.0,2018,2,1,2,2,5,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,2.0,6.0,7.0,932.9319999999998,256.29999999999995,512.5999999999999,102.51999999999998,0.27472527472527475,0.5494505494505495,0.1098901098901099,4,4,4,3,3,3,4,4,4,2
59909,1906.0,2018,4,2,5,2,2,1,1,0,1,5,4,4,0,1,0,0,0,0,0,0,0,99.0,9.0,10.0,296.088,123.37,0.0,111.033,0.41666666666666663,0.0,0.375,4,4,4,3,3,4,4,4,5,2
59910,1906.0,2018,5,2,1,1,1,1,1,0,1,4,3,4,0,1,0,0,0,0,0,0,0,3.0,8.0,9.0,3220.0350000000003,1911.0000000000002,764.4000000000001,477.75000000000006,0.5934718100890208,0.23738872403560832,0.1483679525222552,3,3,3,2,4,3,4,4,3,1
59912,1906.0,2018,9,3,1,2,2,1,2,1,1,4,3,4,1,1,0,0,1,0,1,0,0,6.0,7.0,8.0,1274.0000000000002,254.80000000000004,382.20000000000005,382.20000000000005,0.19999999999999998,0.3,0.3,4,4,4,3,4,3,4,4,3,0
59914,1907.0,2018,2,1,2,2,4,1,3,1,1,5,5,5,0,1,0,0,0,0,0,0,0,8.0,3.0,4.0,430.191,152.28,190.35,38.07,0.3539823008849558,0.4424778761061947,0.08849557522123895,5,5,5,5,5,5,5,5,5,3
59915,1907.0,2018,4,2,5,1,5,1,1,0,1,4,5,5,1,1,0,0,0,0,1,0,0,2.0,14.0,15.0,1060.982,555.165,185.055,185.055,0.5232558139534883,0.1744186046511628,0.1744186046511628,4,4,4,2,5,3,3,4,3,5
59916,1907.0,2018,5,2,1,2,6,1,2,1,1,3,4,4,0,1,0,0,0,0,0,0,0,3.0,7.0,8.0,2700.8800000000006,0.0,2548.0000000000005,127.40000000000002,0.0,0.9433962264150944,0.04716981132075471,3,3,3,3,3,3,3,3,3,3
59917,1907.0,2018,8,3,1,1,3,1,3,1,1,4,4,4,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,388.57000000000005,127.40000000000002,159.25000000000003,63.70000000000001,0.3278688524590164,0.4098360655737705,0.1639344262295082,4,4,4,4,4,4,4,4,4,4
59918,1907.0,2018,9,3,1,1,2,1,3,1,1,5,5,5,0,1,0,0,0,0,0,0,0,99.0,3.0,4.0,433.1600000000001,127.40000000000002,0.0,254.80000000000004,0.29411764705882354,0.0,0.5882352941176471,5,5,5,3,5,5,5,5,5,4
59919,1907.0,2018,11,4,99,2,4,1,1,0,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,9.0,10.0,1469.4399719999997,477.0909,607.2066,260.2314,0.32467532467532473,0.41322314049586784,0.17709563164108624,5,5,5,4,4,4,5,5,5,2
59920,1908.0,2018,2,1,2,2,5,1,2,1,1,4,4,4,1,1,1,0,0,0,0,0,0,3.0,5.0,6.0,685.2600000000001,228.42,304.56,114.21,0.33333333333333326,0.44444444444444436,0.16666666666666663,5,3,3,3,4,2,5,5,4,0
59922,1908.0,2018,5,2,1,2,4,1,1,0,1,3,3,3,1,1,0,1,1,0,0,0,0,2.0,8.0,9.0,1274.0000000000002,101.92000000000002,509.6000000000001,127.40000000000002,0.08,0.39999999999999997,0.09999999999999999,3,3,3,3,4,3,3,2,2,6
59923,1908.0,2018,8,3,1,2,6,1,4,1,1,4,4,3,1,1,1,0,1,0,0,0,0,3.0,6.0,7.0,770.7700000000001,445.90000000000003,191.10000000000002,63.70000000000001,0.5785123966942148,0.24793388429752067,0.08264462809917356,4,4,4,1,4,4,4,4,1,0
59924,1908.0,2018,9,3,1,2,5,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,99.0,13.0,14.0,877.2,0.0,584.8,146.2,0.0,0.6666666666666666,0.16666666666666666,4,4,4,4,5,4,4,5,4,2
59927,1909.0,2018,4,2,5,2,5,1,1,0,1,5,5,5,1,1,0,1,0,0,0,0,0,99.0,8.0,9.0,277.5825,0.0,185.055,61.685,0.0,0.6666666666666667,0.22222222222222224,5,5,5,3,4,4,5,5,5,6
59928,1909.0,2018,5,2,4,1,2,1,1,0,1,5,3,4,1,1,0,0,0,0,1,0,0,3.0,6.0,8.0,622.72,155.68,77.84,155.68,0.25,0.125,0.25,5,5,5,4,5,4,5,5,4,5
59929,1909.0,2018,8,3,1,1,4,1,2,1,1,4,3,3,0,1,0,0,0,0,0,0,0,1.0,5.0,6.0,2936.57,891.8000000000001,1274.0000000000002,637.0000000000001,0.3036876355748373,0.4338394793926248,0.2169197396963124,2,4,4,4,5,4,4,4,4,4
59930,1909.0,2018,9,3,1,2,4,1,4,1,1,4,4,4,0,1,0,0,0,0,0,0,0,8.0,5.0,6.0,86.978061,75.05721,2.2075649999999998,0.441513,0.8629441624365483,0.025380710659898477,0.005076142131979696,5,5,5,5,5,5,5,5,5,3
59932,1910.0,2018,2,1,2,2,5,1,4,1,1,5,4,3,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,677.875,111.64999999999999,319.0,159.5,0.16470588235294117,0.47058823529411764,0.23529411764705882,5,5,5,5,5,5,5,3,3,3
59934,1910.0,2018,5,2,4,2,5,1,1,0,1,4,4,4,1,1,1,0,1,0,0,0,0,99.0,4.0,5.0,930.0200000000001,191.10000000000002,573.3000000000001,95.55000000000001,0.20547945205479454,0.6164383561643836,0.10273972602739727,4,4,4,3,5,3,5,5,5,6
59936,1910.0,2018,9,3,1,2,4,1,1,0,1,4,3,3,0,1,0,0,0,0,0,0,0,3.0,2.0,3.0,161.96400000000003,16.196400000000004,53.988,89.98,0.1,0.33333333333333326,0.5555555555555555,3,4,4,4,3,3,5,3,3,2
59937,1910.0,2018,11,4,2,2,3,1,2,1,1,4,4,4,1,1,1,0,0,0,0,0,0,3.0,5.0,6.0,870.0,300.0,200.0,200.0,0.3448275862068966,0.22988505747126436,0.22988505747126436,5,5,5,4,4,5,4,3,4,0
59940,1911.0,2018,5,2,4,1,2,1,2,1,1,4,5,5,0,1,0,0,0,0,0,0,0,99.0,2.0,3.0,660.0,400.0,100.0,100.0,0.6060606060606061,0.15151515151515152,0.15151515151515152,5,5,5,4,5,4,5,5,5,4
59941,1911.0,2018,8,3,4,1,2,1,1,0,1,4,5,5,1,1,1,1,1,0,1,0,1,2.0,30.0,31.0,3877.1567999999993,1250.3567999999998,1313.3999999999999,656.6999999999999,0.3224932249322493,0.33875338753387535,0.16937669376693767,5,4,4,5,5,5,4,5,3,5
59942,1911.0,2018,9,3,1,2,5,1,2,1,1,4,5,5,0,1,0,0,0,0,0,0,0,2.0,2.0,3.0,404.91,179.96,89.98,89.98,0.4444444444444444,0.2222222222222222,0.2222222222222222,3,5,5,2,5,4,2,3,2,3
59943,1912.0,2018,2,1,2,1,3,1,1,0,1,5,5,5,1,1,0,1,0,0,0,0,0,8.0,3.0,4.0,577.0447200000001,274.7832,137.3916,91.59440000000001,0.47619047619047616,0.23809523809523808,0.15873015873015872,5,5,5,5,5,5,5,5,5,5
59944,1912.0,2018,4,2,4,1,2,1,1,0,1,5,5,5,1,1,1,1,0,0,0,0,1,1.0,9.0,10.0,642.4762499999998,186.225,139.66875,167.6025,0.2898550724637682,0.21739130434782614,0.26086956521739135,5,4,4,3,4,4,4,5,5,5
59945,1912.0,2018,5,2,2,1,6,1,1,0,1,4,3,4,1,1,1,1,1,0,1,0,1,2.0,16.0,17.0,4990.0,1500.0,700.0,1500.0,0.30060120240480964,0.1402805611222445,0.30060120240480964,4,4,4,3,4,3,4,4,3,5
59948,1913.0,2018,2,1,2,1,4,1,1,0,1,4,4,5,0,1,0,0,0,0,0,0,0,4.0,5.0,6.0,489.1333333333334,106.33333333333333,212.66666666666666,53.166666666666664,0.21739130434782605,0.4347826086956521,0.10869565217391303,3,4,4,4,4,5,4,4,5,1
59949,1913.0,2018,4,2,99,2,4,1,1,0,1,5,4,4,0,1,0,0,0,0,0,0,0,6.0,2.0,3.0,614.5425,232.78125,279.3375,69.834375,0.3787878787878788,0.4545454545454545,0.11363636363636362,5,4,4,3,5,3,5,5,5,2
59951,1913.0,2018,8,3,1,1,3,1,2,1,1,4,4,5,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,1226.25,327.0,588.6,228.9,0.26666666666666666,0.48000000000000004,0.18666666666666668,5,4,4,4,5,4,5,4,4,4
59953,1914.0,2018,2,1,2,2,3,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,1.0,4.0,5.0,854.9199999999998,287.09999999999997,319.0,159.5,0.3358208955223881,0.37313432835820903,0.18656716417910452,4,4,4,3,5,4,5,4,4,2
59955,1914.0,2018,5,2,4,2,2,1,1,0,1,4,4,4,0,1,0,0,0,0,0,0,0,1.0,5.0,6.0,538.65053,91.2967,182.5934,228.24175,0.1694915254237288,0.3389830508474576,0.423728813559322,4,4,4,3,4,3,3,4,4,2
59958,1915.0,2018,2,1,1,1,5,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,4.0,2.0,3.0,501.48999999999995,127.652,182.35999999999999,145.88799999999998,0.2545454545454546,0.36363636363636365,0.2909090909090909,5,5,5,4,4,4,4,4,4,4
59959,1915.0,2018,4,2,2,2,2,1,4,1,1,4,4,4,1,1,0,0,0,0,0,1,1,99.0,26.0,27.0,1585.0,800.0,300.0,200.0,0.5047318611987381,0.1892744479495268,0.12618296529968454,4,3,3,4,3,3,3,4,3,0
59964,1916.0,2018,9,3,1,2,4,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,8.0,9.0,1003.6915028999999,441.513,353.2104,88.3026,0.43988914793472045,0.3519113183477764,0.0879778295869441,5,5,5,5,5,5,4,5,4,3
59966,1917.0,2018,4,2,2,1,2,1,2,1,1,4,4,5,1,1,0,0,1,0,0,0,0,3.0,7.0,8.0,1840.7790000000005,466.02000000000004,517.8000000000001,310.68,0.2531645569620253,0.2812939521800281,0.16877637130801684,4,4,4,2,5,2,3,4,2,4
59967,1917.0,2018,9,3,1,2,3,1,4,1,1,4,5,5,0,1,0,0,0,0,0,0,0,99.0,2.0,3.0,291.39858000000004,79.47234,158.94468,26.49078,0.2727272727272727,0.5454545454545454,0.0909090909090909,5,4,4,4,4,4,5,5,5,3
59968,1918.0,2018,2,1,1,2,5,1,4,1,1,4,4,4,0,1,0,0,0,0,0,0,0,3.0,1.0,2.0,255.30399999999997,63.82599999999999,91.17999999999999,45.589999999999996,0.25,0.35714285714285715,0.17857142857142858,4,4,4,4,4,4,4,3,4,3
59969,1918.0,2018,4,2,2,2,4,1,4,1,1,4,5,5,1,1,0,0,0,0,0,0,1,2.0,13.0,14.0,1804.5202499999998,819.39,279.3375,465.5625,0.45407636738906093,0.15479876160990713,0.2579979360165119,4,4,4,3,4,3,4,4,4,0
59971,1919.0,2018,2,1,1,2,2,1,1,0,1,3,4,3,0,1,0,0,0,0,0,0,0,4.0,4.0,5.0,1761.8225000000002,159.87500000000003,1279.0000000000002,255.80000000000004,0.09074410163339383,0.7259528130671506,0.14519056261343014,3,3,3,3,4,4,3,3,3,2
59972,1919.0,2018,4,2,2,1,5,1,1,0,1,4,4,4,1,1,1,0,1,0,0,0,0,3.0,4.0,5.0,452.6666666666667,160.0,200.0,66.66666666666667,0.353460972017673,0.4418262150220913,0.14727540500736377,4,5,5,4,4,2,4,4,5,5
59974,1920.0,2018,2,1,1,2,5,1,4,1,1,5,5,5,0,1,0,0,0,0,0,0,0,1.0,1.0,2.0,155.00599999999997,41.031,68.38499999999999,27.354,0.26470588235294124,0.44117647058823534,0.17647058823529416,5,3,3,4,5,4,5,4,4,3
59976,1920.0,2018,9,3,2,2,2,1,3,1,1,5,5,5,0,1,0,0,0,0,0,0,0,3.0,4.0,5.0,1000.0,200.0,500.0,200.0,0.2,0.5,0.2,4,4,4,4,5,5,4,4,4,3
59977,1921.0,2018,2,1,1,2,2,1,4,1,1,4,5,5,1,1,1,0,1,0,0,0,0,3.0,7.0,8.0,2376.382,639.5000000000001,0.0,767.4000000000001,0.26910656620021534,0.0,0.32292787944025836,4,4,4,4,4,4,4,4,4,0
59978,1921.0,2018,4,2,2,2,2,1,4,1,1,5,5,5,1,1,1,1,0,0,0,0,0,7.0,12.0,13.0,1631.9999999999998,479.99999999999994,479.99999999999994,191.99999999999997,0.29411764705882354,0.29411764705882354,0.11764705882352941,5,5,5,5,5,5,5,5,5,0
59979,1921.0,2018,9,3,4,1,4,1,1,0,1,4,3,3,0,1,0,0,0,0,0,0,0,99.0,2.0,3.0,273.73806,105.96312,88.3026,52.98156,0.3870967741935484,0.3225806451612903,0.1935483870967742,4,3,3,4,3,3,4,3,3,1
59980,1922.0,2018,2,1,1,2,3,1,2,1,1,4,5,5,0,1,0,0,0,0,0,0,0,8.0,3.0,4.0,1064.7675000000002,95.92500000000001,639.5000000000001,255.80000000000004,0.09009009009009009,0.6006006006006006,0.24024024024024024,3,5,5,3,4,3,4,5,4,3
59981,1922.0,2018,4,2,1,1,3,1,1,0,1,5,4,4,0,1,0,0,0,0,0,0,0,4.0,5.0,6.0,1312.2200000000003,637.0000000000001,229.32000000000002,254.80000000000004,0.4854368932038835,0.17475728155339804,0.1941747572815534,5,5,5,2,4,3,5,4,4,1
59982,1922.0,2018,9,3,1,2,4,1,2,1,1,5,4,4,0,1,0,0,0,0,0,0,0,4.0,3.0,4.0,1118.43,146.2,731.0,146.2,0.130718954248366,0.6535947712418301,0.130718954248366,3,4,4,4,5,5,5,5,5,3
